Gene_name|Publication|Pub_number
UBR4|Efimenko et al.|2
UBR4|Liu et al.|28
UBR4|McClintock et al.|29
UBR4|Ishikawa H. et al|48
UBR5|Alexander E. Ivliev et al|8
UBR5|Gabrielle Wheway|27
UBR5|Kim J. et al.|44
UBR7|Efimenko et al.|2
UBR7|Alexander E. Ivliev et al|8
UBR7|McClintock et al.|29
UBR7|Blacque et al._xbox|54
UBTD2|McClintock et al.|29
UBTD2|Monika-Abedin-Sigg et al.|30
UBXN10|Alexander E. Ivliev et al|8
UBXN10|Bayesian (TJP van Dam et al.)|11
UBXN10|Cilia Carta (TJP van Dam et al.)|13
UBXN10|Lambacher N. et al.|17
UBXN10|Ross et al.|22
UBXN10|Ramona A. Hoh et al.|31
UBXN10|Marshall et al.|55
UBXN11|Alexander E. Ivliev et al|8
UBXN11|Li et al.|18
UBXN11|Ross et al.|22
UBXN11|Semil P. Choksi et al.|23
UBXN11|McClintock et al.|29
UBXN11|Monika-Abedin-Sigg et al.|30
UBXN11|Ramona A. Hoh et al.|31
UBXN11|Broadhead et al.|32
UBXN11|Geremek M. et al. 2014|42
UBXN11|Marshall et al.|55
UBXN11|Hodges ME. et al.|38
UBXN4|Phirke et al.|3
UBXN4|Liu et al.|28
UBXN4|Marshall et al.|55
UBXN6|Laurençon et al.|7
UBXN7|Fritz-Laylin L.K. et Cande|49
UCHL1|Liu et al.|28
UCHL3|Gabrielle Wheway|27
UCHL3|Liu et al.|28
UCHL3|McClintock et al.|29
UCHL3|Monika-Abedin-Sigg et al.|30
UCHL5|Monika-Abedin-Sigg et al.|30
UCHL5|Marshall et al.|55
UCK1|Geremek M. et al. 2014|42
UCK1|Marshall et al.|55
UCK2|Phirke et al.|3
UCK2|Karsten Boldt et al.|16
UCKL1|Liu et al.|28
UCN|Gabrielle Wheway|27
UCN3|Alexander E. Ivliev et al|8
UCP2|Alexander E. Ivliev et al|8
UCP2|Ross et al.|22
UCP2|Gabrielle Wheway|27
UCP2|Geremek M. et al. 2014|42
UEVLD|Marshall et al.|55
UFC1|Alexander E. Ivliev et al|8
UFC1|Monika-Abedin-Sigg et al.|30
UFC1|Geremek M. et al. 2011|41
UFD1|Gabrielle Wheway|27
UFD1|McClintock et al.|29
UFD1|Geremek M. et al. 2014|42
UFL1|Mayer et al. 2009|19
UFL1|Liu et al.|28
UFM1|Karsten Boldt et al.|16
UFM1|Gabrielle Wheway|27
UFM1|Monika-Abedin-Sigg et al.|30
AXL|David U. Mick et al.|26
UFSP1|Gabrielle Wheway|27
UFSP2|Liu et al.|28
UFSP2|McClintock et al.|29
UFSP2|Blacque et al._xbox|54
UFSP2|Blacque et al._xbox|54
UGCG|McClintock et al.|29
UGCG|Blacque et al._xbox|54
UGDH|Alexander E. Ivliev et al|8
UGDH|Chen et al.|12
UGDH|Pazour et al.|21
UGDH|SYSCILIA Gold Standard (van Dam TJ et al.)|24
UGDH|Gabrielle Wheway|27
UGDH|McClintock et al.|29
UGDH|Monika-Abedin-Sigg et al.|30
UGGG1|David U. Mick et al.|26
UGGT1|Liu et al.|28
UGGT1|Geremek M. et al. 2014|42
UGGT2|Karsten Boldt et al.|16
UGP2|Mayer et al. 2009|19
UGP2|SYSCILIA Gold Standard (van Dam TJ et al.)|24
UGP2|Liu et al.|28
UGP2|McClintock et al.|29
UGP2|Mayer et al. 2008|51
UGP2|Blacque et al._xbox|54
UGP2|Blacque et al._xbox|54
UGT1A10|Phirke et al.|3
UGT1A10|Blacque et al._xbox|54
UGT1A10|Blacque et al._xbox|54
UGT1A4|Phirke et al.|3
UGT1A4|Blacque et al._xbox|54
UGT1A5|Efimenko et al.|2
UGT1A6|Alexander E. Ivliev et al|8
UGT1A6|McClintock et al.|29
UGT1A7|Blacque et al._xbox|54
UGT1A9|Phirke et al.|3
UGT2A1|Alexander E. Ivliev et al|8
UGT2A1|Mayer et al. 2009|19
UGT2A1|Mayer et al. 2008|51
UGT2A1|Blacque et al._xbox|54
UGT2A2|Phirke et al.|3
UGT2B11|Blacque et al._xbox|54
UGT2B15|Laurençon et al.|7
UGT2B17|Alexander E. Ivliev et al|8
UGT2B4|Blacque et al._xbox|54
UGT2B7|Efimenko et al.|2
UGT2B7|Phirke et al.|3
UGT2B7|Gabrielle Wheway|27
UGT2B7|Blacque et al._xbox|54
UGT3A1|Phirke et al.|3
UGT3A1|Laurençon et al.|7
UGT3A2|Efimenko et al.|2
UGT3A2|Phirke et al.|3
UGT3A2|Blacque et al._xbox|54
UGT3A2|Blacque et al._xbox|54
UGT3A2|Blacque et al._xbox|54
UGT3A2|Blacque et al._xbox|54
UGT3A2|Blacque et al._xbox|54
UGT3A2|Blacque et al._xbox|54
UGT8|Phirke et al.|3
UGT8|Chen et al.|12
UGT8|Marshall et al.|55
UGT8|Blacque et al._xbox|54
UHMK1|Gabrielle Wheway|27
UHMK1|Marshall et al.|55
UHRF1|Marshall et al.|55
UHRF1BP1|Karsten Boldt et al.|16
UHRF1BP1|Nogales-Cadenas R. et al.|46
UHRF1BP1L|Alexander E. Ivliev et al|8
UHRF1BP1L|Karsten Boldt et al.|16
ULBP2|Ross et al.|22
ULK1|Kim J. et al.|44
ULK2|Alexander E. Ivliev et al|8
ULK2|Geremek M. et al. 2014|42
ULK2|Fritz-Laylin L.K. et Cande|49
ULK3|Kilburn et al.|1
ULK3|Cilia Carta (TJP van Dam et al.)|13
ULK3|GO CC Cilium|15
ULK3|Arnaiz O. et al.|53
ULK4|Alexander E. Ivliev et al|8
ULK4|Cilia Carta (TJP van Dam et al.)|13
ULK4|Semil P. Choksi et al.|23
ULK4|SYSCILIA Gold Standard (van Dam TJ et al.)|24
ULK4|Fritz-Laylin L.K. et Cande|49
ULK4|Marshall et al.|55
UMOD|Cilia Carta (TJP van Dam et al.)|13
UMOD|GO CC Cilium|15
UMOD|Monika-Abedin-Sigg et al.|30
UMOD|Nogales-Cadenas R. et al.|46
UMODL1|Phirke et al.|3
UMODL1|Alexander E. Ivliev et al|8
UMPS|Lambacher N. et al.|17
UMPS|Monika-Abedin-Sigg et al.|30
UNC119|Dey G et al.|14
UNC119|Karsten Boldt et al.|16
UNC119|Li et al.|18
UNC119|Liu et al.|28
UNC119|Nogales-Cadenas R. et al.|46
UNC119|Fritz-Laylin L.K. et Cande|49
UNC119|Keller et al.|33
UNC119|Hodges ME. et al.|38
UNC119B|Alexander E. Ivliev et al|8
UNC119B|Bayesian (TJP van Dam et al.)|11
UNC119B|Cilia Carta (TJP van Dam et al.)|13
UNC119B|Dey G et al.|14
UNC119B|GO CC Cilium|15
UNC119B|Karsten Boldt et al.|16
UNC119B|McClintock et al.|29
UNC13A|Liu et al.|28
UNC13B|Liu et al.|28
UNC13B|McClintock et al.|29
UNC13C|Efimenko et al.|2
UNC13D|Semil P. Choksi et al.|23
UNC45A|Phirke et al.|3
UNC50|Phirke et al.|3
UNC5B|Gabrielle Wheway|27
UNC5B|McClintock et al.|29
UNC5B|Blacque et al._xbox|54
UNC5B-AS1|Ross et al.|22
UNC5C|Efimenko et al.|2
UNC5C|Alexander E. Ivliev et al|8
UNC5C|Marshall et al.|55
UNC5CL|Nogales-Cadenas R. et al.|46
UNC5D|Yano J. et al.|50
UNC80|McClintock et al.|29
UNG|Monika-Abedin-Sigg et al.|30
UNK|Alexander E. Ivliev et al|8
UPF1|Andersen et al.|9
UPF1|Gabrielle Wheway|27
UPF1|Liu et al.|28
UPF1|Marshall et al.|55
UPF2|Alexander E. Ivliev et al|8
UPF2|Liu et al.|28
UPF3A|Alexander E. Ivliev et al|8
UPF3B|Liu et al.|28
UPF3B|McClintock et al.|29
UPF3B|Marshall et al.|55
UPF3B|Blacque et al._xbox|54
UPK1B|Kubo A. et al.|45
UPK2|Ross et al.|22
UPK2|Marshall et al.|55
UPK3B|Ross et al.|22
UPP1|Ross et al.|22
UQCC1|Karsten Boldt et al.|16
UQCC1|Liu et al.|28
UQCC2|Karsten Boldt et al.|16
UQCC2|Liu et al.|28
UQCR11|Laurençon et al.|7
UQCRC1|Kilburn et al.|1
UQCRC1|Karsten Boldt et al.|16
UQCRC1|Yano J. et al.|50
UQCRC1|Marshall et al.|55
UQCRC2|Efimenko et al.|2
UQCRC2|Hannah Müller et al.|6
UQCRC2|Karsten Boldt et al.|16
UQCRC2|SYSCILIA Gold Standard (van Dam TJ et al.)|24
UQCRC2|McClintock et al.|29
UQCRC2|Monika-Abedin-Sigg et al.|30
UQCRC2|Mayer et al. 2008|51
UQCRC2|Blacque et al._xbox|54
UQCRC2|Blacque et al._xbox|54
UQCRFS1|Kilburn et al.|1
UQCRFS1|Li et al.|18
UQCRFS1|SYSCILIA Gold Standard (van Dam TJ et al.)|24
UQCRFS1|McClintock et al.|29
UQCRFS1|Blacque et al._xbox|54
UQCRH|Nogales-Cadenas R. et al.|46
URB1-AS1|Alexander E. Ivliev et al|8
URB2|Ross et al.|22
URB2|Gabrielle Wheway|27
URGCP|Karsten Boldt et al.|16
URGCP|Nogales-Cadenas R. et al.|46
URGCP|Yano J. et al.|50
URI1|Karsten Boldt et al.|16
URM1|McClintock et al.|29
UROC1|McClintock et al.|29
UROC1|Blacque et al._xbox|54
UROD|Monika-Abedin-Sigg et al.|30
USF3|Nogales-Cadenas R. et al.|46
USH1C|Alexander E. Ivliev et al|8
USH1C|Cilia Carta (TJP van Dam et al.)|13
USH1C|GO CC Cilium|15
USH1C|Karsten Boldt et al.|16
USH1C|SYSCILIA Gold Standard (van Dam TJ et al.)|24
USH1C|Gabrielle Wheway|27
USH1G|Cilia Carta (TJP van Dam et al.)|13
USH1G|GO CC Cilium|15
USH1G|Karsten Boldt et al.|16
USH1G|SYSCILIA Gold Standard (van Dam TJ et al.)|24
USH2A|Cilia Carta (TJP van Dam et al.)|13
USH2A|GO CC Cilium|15
USH2A|Semil P. Choksi et al.|23
USH2A|SYSCILIA Gold Standard (van Dam TJ et al.)|24
USH2A|Liu et al.|28
USH2A|Monika-Abedin-Sigg et al.|30
ATP5MD|Gabrielle Wheway|27
ATP5MD|Monika-Abedin-Sigg et al.|30
USO1|Liu et al.|28
USO1|McClintock et al.|29
USO1|Monika-Abedin-Sigg et al.|30
USO1|Boesger J et al.|37
USO1|Blacque et al._xbox|54
USP10|Liu et al.|28
USP11|Efimenko et al.|2
USP11|Ramona A. Hoh et al.|31
USP11|Blacque et al._xbox|54
USP12|Gabrielle Wheway|27
USP13|Alexander E. Ivliev et al|8
USP13|Ross et al.|22
USP14|SYSCILIA Gold Standard (van Dam TJ et al.)|24
USP14|McClintock et al.|29
USP14|Monika-Abedin-Sigg et al.|30
USP14|Ishikawa H. et al|48
USP15|Karsten Boldt et al.|16
USP15|Gabrielle Wheway|27
USP16|Alexander E. Ivliev et al|8
USP18|Efimenko et al.|2
USP18|Gabrielle Wheway|27
USP19|SYSCILIA Gold Standard (van Dam TJ et al.)|24
USP19|McClintock et al.|29
USP19|Arnaiz O. et al.|53
USP2|Bechstedt et al.|5
USP2|Alexander E. Ivliev et al|8
USP2|Ross et al.|22
USP2|Ramona A. Hoh et al.|31
USP2|Geremek M. et al. 2014|42
USP2|Nogales-Cadenas R. et al.|46
USP2|Marshall et al.|55
USP20|McClintock et al.|29
USP21|Alexander E. Ivliev et al|8
USP21|Karsten Boldt et al.|16
USP21|SYSCILIA Gold Standard (van Dam TJ et al.)|24
USP21|Nogales-Cadenas R. et al.|46
USP24|Blacque et al._xbox|54
USP24|Blacque et al._sage|56
USP25|Alexander E. Ivliev et al|8
USP25|McClintock et al.|29
USP25|Blacque et al._xbox|54
USP26|Blacque et al._xbox|54
USP28|Efimenko et al.|2
USP28|Marshall et al.|55
USP29|Gabrielle Wheway|27
USP29|McClintock et al.|29
USP3|McClintock et al.|29
USP3|Blacque et al._xbox|54
USP3|Arnaiz O. et al.|53
USP30|Liu et al.|28
USP33|McClintock et al.|29
USP34|Kilburn et al.|1
USP34|Geremek M. et al. 2014|42
USP36|Kim J. et al.|44
USP37|Li et al.|18
USP37|Nogales-Cadenas R. et al.|46
USP39|Gabrielle Wheway|27
USP39|Liu et al.|28
USP4|Gabrielle Wheway|27
USP4|McClintock et al.|29
USP4|Blacque et al._xbox|54
USP43|Alexander E. Ivliev et al|8
USP45|Kilburn et al.|1
USP45|Alexander E. Ivliev et al|8
USP46|Karsten Boldt et al.|16
USP46|Liu et al.|28
USP46|McClintock et al.|29
USP48|Blacque et al._sage|56
USP5|Phirke et al.|3
USP5|Laurençon et al.|7
USP5|Gabrielle Wheway|27
USP5|Liu et al.|28
USP5|McClintock et al.|29
USP5|Monika-Abedin-Sigg et al.|30
USP5|Blacque et al._xbox|54
USP50|Fritz-Laylin L.K. et Cande|49
USP51|Alexander E. Ivliev et al|8
USP53|Alexander E. Ivliev et al|8
USP54|Alexander E. Ivliev et al|8
USP6NL|Alexander E. Ivliev et al|8
USP7|Phirke et al.|3
USP7|Alexander E. Ivliev et al|8
USP7|Liu et al.|28
USP7|Blacque et al._xbox|54
USP8|Karsten Boldt et al.|16
USP8|Pazour et al.|21
USP9X|Li et al.|18
USP9X|Liu et al.|28
USPL1|Gabrielle Wheway|27
UST|Alexander E. Ivliev et al|8
UST|Ross et al.|22
UTP14C|Alexander E. Ivliev et al|8
UTP15|Marshall et al.|55
UTP18|Alexander E. Ivliev et al|8
UTP20|McClintock et al.|29
UTP20|Blacque et al._xbox|54
UTP23|Alexander E. Ivliev et al|8
UTP23|Gabrielle Wheway|27
UTP25|Alexander E. Ivliev et al|8
UTRN|Liu et al.|28
UTS2|Alexander E. Ivliev et al|8
UTY|Blacque et al._xbox|54
UVRAG|Phirke et al.|3
UVRAG|Alexander E. Ivliev et al|8
UVSSA|McClintock et al.|29
UVSSA|Blacque et al._xbox|54
UXS1|Pazour et al.|21
UXS1|McClintock et al.|29
UXT|Karsten Boldt et al.|16
UXT|Nogales-Cadenas R. et al.|46
V9GY48|Blacque et al._xbox|54
VAC14|Gabrielle Wheway|27
VAC14|Liu et al.|28
VAMP2|Chen et al.|12
VAMP2|Liu et al.|28
VAMP2|Monika-Abedin-Sigg et al.|30
VAMP2|Blacque et al._xbox|54
VAMP3|Liu et al.|28
VAMP4|Alexander E. Ivliev et al|8
VAMP4|Liu et al.|28
VAMP4|Marshall et al.|55
VAMP5|Ross et al.|22
VAMP7|Karsten Boldt et al.|16
VAMP8|Alexander E. Ivliev et al|8
VAMP8|Liu et al.|28
VANGL1|Nogales-Cadenas R. et al.|46
VANGL2|Alexander E. Ivliev et al|8
VANGL2|Cilia Carta (TJP van Dam et al.)|13
VANGL2|GO CC Cilium|15
VANGL2|Karsten Boldt et al.|16
VANGL2|McClintock et al.|29
VAPA|Efimenko et al.|2
VAPA|Hannah Müller et al.|6
VAPA|Karsten Boldt et al.|16
VAPA|Mayer et al. 2009|19
VAPA|Liu et al.|28
VAPA|Monika-Abedin-Sigg et al.|30
VAPA|Broadhead et al.|32
VAPA|Mayer et al. 2008|51
VAPB|Efimenko et al.|2
VAPB|Hannah Müller et al.|6
VAPB|Karsten Boldt et al.|16
VAPB|Ross et al.|22
VAPB|SYSCILIA Gold Standard (van Dam TJ et al.)|24
VAPB|Liu et al.|28
VARS1|Fritz-Laylin L.K. et Cande|49
VARS2|Liu et al.|28
VARS2|Blacque et al._xbox|54
VASH1|Dey G et al.|14
VASH1|Nogales-Cadenas R. et al.|46
VASH2|Dey G et al.|14
VASH2|Marshall et al.|55
VASP|Karsten Boldt et al.|16
VAT1|Mayer et al. 2009|19
VAT1|Liu et al.|28
VAT1|Mayer et al. 2008|51
VAT1L|Monika-Abedin-Sigg et al.|30
VATA|David U. Mick et al.|26
VAV1|Karsten Boldt et al.|16
VAV3|McClintock et al.|29
VAV3|Jakobsen L. et al.|43
VAV3|Nogales-Cadenas R. et al.|46
VAX1|McClintock et al.|29
VAX1|Blacque et al._xbox|54
VBP1|Alexander E. Ivliev et al|8
VBP1|Liu et al.|28
VCL|Karsten Boldt et al.|16
VCL|Mayer et al. 2009|19
VCL|SYSCILIA Gold Standard (van Dam TJ et al.)|24
VCL|Liu et al.|28
VCP|Phirke et al.|3
VCP|Andersen et al.|9
VCP|Andersen et al.|9
VCP|Mayer et al. 2009|19
VCP|Ostrowski et al.|20
VCP|Pazour et al.|21
VCP|Gabrielle Wheway|27
VCP|Liu et al.|28
VCP|McClintock et al.|29
VCP|Fritz-Laylin L.K. et Cande|49
VCP|Mayer et al. 2008|51
VCP|Nakachi M. et al.|39
VCPIP1|Liu et al.|28
VCPKMT|Blacque et al._xbox|54
VDAC1|Hannah Müller et al.|6
VDAC1|Karsten Boldt et al.|16
VDAC1|Mayer et al. 2009|19
VDAC1|Monika-Abedin-Sigg et al.|30
VDAC1|Fritz-Laylin L.K. et Cande|49
VDAC1|Mayer et al. 2008|51
VDAC2|Hannah Müller et al.|6
VDAC2|Mayer et al. 2009|19
VDAC2|Monika-Abedin-Sigg et al.|30
VDAC2|Cao W. et al.|47
VDAC2|Mayer et al. 2008|51
VDAC3|Hannah Müller et al.|6
VDAC3|Alexander E. Ivliev et al|8
VDAC3|Cilia Carta (TJP van Dam et al.)|13
VDAC3|Karsten Boldt et al.|16
VDAC3|SYSCILIA Gold Standard (van Dam TJ et al.)|24
VEGFA|Ross et al.|22
VEGFC|Efimenko et al.|2
VEGFC|Alexander E. Ivliev et al|8
VEGFC|Ross et al.|22
VEPH1|Alexander E. Ivliev et al|8
VEZF1|Alexander E. Ivliev et al|8
VGF|Gabrielle Wheway|27
VGLL2|Pazour et al.|21
VGLL2|Gabrielle Wheway|27
VGLL3|Alexander E. Ivliev et al|8
VGLL3|Ross et al.|22
VHL|Cilia Carta (TJP van Dam et al.)|13
VHL|Karsten Boldt et al.|16
VHL|SYSCILIA Gold Standard (van Dam TJ et al.)|24
VHL|McClintock et al.|29
VHL|Kim J. et al.|44
VHL|Nogales-Cadenas R. et al.|46
VHLL|Cilia Carta (TJP van Dam et al.)|13
VHLL|GO CC Cilium|15
VIL1|Monika-Abedin-Sigg et al.|30
VILL|Alexander E. Ivliev et al|8
VILL|Marshall et al.|55
VIM|Andersen et al.|9
VIM|Andersen et al.|9
VIM|Karsten Boldt et al.|16
VIM|Mayer et al. 2009|19
VIM|Ross et al.|22
VIM|Liu et al.|28
VIM|Mayer et al. 2008|51
NEAT1|David U. Mick et al.|26
VIPR1|Ross et al.|22
VIPR2|Gabrielle Wheway|27
VIT|Liu et al.|28
VIT|Marshall et al.|55
VLDLR|Phirke et al.|3
VLDLR|Ross et al.|22
VLDLR|Geremek M. et al. 2014|42
VMA5A|David U. Mick et al.|26
VMO1|Ross et al.|22
VMO1|SYSCILIA Gold Standard (van Dam TJ et al.)|24
VMO1|Blacque et al._xbox|54
VMO1|Blacque et al._xbox|54
VMP1|Gabrielle Wheway|27
VMP1|Nogales-Cadenas R. et al.|46
VN1R3|Alexander E. Ivliev et al|8
VN1R4|Gabrielle Wheway|27
VN1R5|Gabrielle Wheway|27
VNN3|Alexander E. Ivliev et al|8
VNN3|Geremek M. et al. 2014|42
VOPP1|Alexander E. Ivliev et al|8
DCAF1|Karsten Boldt et al.|16
VPREB1|Gabrielle Wheway|27
VPREB3|Ramona A. Hoh et al.|31
VPS11|Gabrielle Wheway|27
VPS11|Liu et al.|28
VPS13A|Kilburn et al.|1
VPS13C|Liu et al.|28
VPS13C|Lauwaet T. et al.|40
VPS13D|Gabrielle Wheway|27
VPS13D|Liu et al.|28
VPS16|Liu et al.|28
VPS16|McClintock et al.|29
VPS18|Liu et al.|28
VPS18|McClintock et al.|29
VPS25|Alexander E. Ivliev et al|8
VPS25|Liu et al.|28
VPS26A|Gabrielle Wheway|27
VPS26A|Liu et al.|28
VPS26A|Yano J. et al.|50
VPS26B|Liu et al.|28
VPS26C|Gabrielle Wheway|27
VPS28|Gabrielle Wheway|27
VPS28|Liu et al.|28
VPS29|Liu et al.|28
VPS29|Kim J. et al.|44
VPS33A|Gabrielle Wheway|27
VPS33A|Liu et al.|28
VPS33A|McClintock et al.|29
VPS33B|Liu et al.|28
VPS33B|Marshall et al.|55
VPS35|Alexander E. Ivliev et al|8
VPS35|Andersen et al.|9
VPS35|Bayesian (TJP van Dam et al.)|11
VPS35|Cilia Carta (TJP van Dam et al.)|13
VPS35|Mayer et al. 2009|19
VPS35|SYSCILIA Gold Standard (van Dam TJ et al.)|24
VPS35|Liu et al.|28
VPS35|McClintock et al.|29
VPS35|Monika-Abedin-Sigg et al.|30
VPS35|Lauwaet T. et al.|40
VPS35|Mayer et al. 2008|51
VPS36|McClintock et al.|29
VPS37A|Nogales-Cadenas R. et al.|46
VPS37B|Nogales-Cadenas R. et al.|46
VPS37C|Yano J. et al.|50
VPS37D|Alexander E. Ivliev et al|8
VPS39|Liu et al.|28
VPS39|Geremek M. et al. 2014|42
VPS41|McClintock et al.|29
VPS41|Blacque et al._xbox|54
VPS45|Karsten Boldt et al.|16
VPS45|Liu et al.|28
VPS4A|Karsten Boldt et al.|16
VPS4A|Liu et al.|28
VPS4A|Monika-Abedin-Sigg et al.|30
VPS4B|Gabrielle Wheway|27
VPS4B|Arnaiz O. et al.|53
VPS50|Liu et al.|28
VPS50|McClintock et al.|29
VPS50|Blacque et al._xbox|54
VPS51|Karsten Boldt et al.|16
VPS51|Liu et al.|28
VPS51|McClintock et al.|29
VPS51|Blacque et al._sage|56
VPS52|Laurençon et al.|7
VPS52|Gabrielle Wheway|27
VPS52|Liu et al.|28
VPS53|Karsten Boldt et al.|16
VPS53|Liu et al.|28
VPS8|Phirke et al.|3
VPS8|Yano J. et al.|50
VRK1|Alexander E. Ivliev et al|8
VRK1|Marshall et al.|55
VRK2|Efimenko et al.|2
VRK3|Alexander E. Ivliev et al|8
VSIG10L|Ross et al.|22
VSIG2|Ross et al.|22
VSIG2|Gabrielle Wheway|27
VSIG8|Karsten Boldt et al.|16
VSNL1|Liu et al.|28
VSTM2B|Gabrielle Wheway|27
VSTM2L|Alexander E. Ivliev et al|8
VSTM2L|Ross et al.|22
VSTM2L|Geremek M. et al. 2014|42
VSTM4|Alexander E. Ivliev et al|8
VTA1|Bechstedt et al.|5
VTA1|Alexander E. Ivliev et al|8
VTCN1|Alexander E. Ivliev et al|8
VTCN1|Ross et al.|22
VTI1A|Liu et al.|28
VTI1B|Karsten Boldt et al.|16
VTN|Karsten Boldt et al.|16
VTN|Liu et al.|28
VTNC|David U. Mick et al.|26
VWA2|Gabrielle Wheway|27
VWA3A|Alexander E. Ivliev et al|8
VWA3A|Semil P. Choksi et al.|23
VWA3A|Monika-Abedin-Sigg et al.|30
VWA3A|Ramona A. Hoh et al.|31
VWA3A|Marshall et al.|55
VWA3B|Alexander E. Ivliev et al|8
VWA3B|Bayesian (TJP van Dam et al.)|11
VWA3B|Cilia Carta (TJP van Dam et al.)|13
VWA3B|Ross et al.|22
VWA3B|Geremek M. et al. 2011|41
VWA3B|Geremek M. et al. 2014|42
VWA5A|Ross et al.|22
VWA5A|Geremek M. et al. 2014|42
VWA5B2|Gabrielle Wheway|27
VWA8|Liu et al.|28
INTS14|Fritz-Laylin L.K. et Cande|49
VWDE|Phirke et al.|3
VWDE|Fritz-Laylin L.K. et Cande|49
VWF|McClintock et al.|29
VXN|Alexander E. Ivliev et al|8
Vcp|Ostrowski et al.|20
WAPL|Efimenko et al.|2
WAPL|Gabrielle Wheway|27
WAPL|McClintock et al.|29
WARS1|Liu et al.|28
WARS2|Laurençon et al.|7
WARS2|Alexander E. Ivliev et al|8
WASF1|Karsten Boldt et al.|16
WASF1|Liu et al.|28
WASF1|Nogales-Cadenas R. et al.|46
WASF2|Ross et al.|22
WASF2|McClintock et al.|29
WASF3|Liu et al.|28
WASHC2A|Liu et al.|28
WASHC2C|Liu et al.|28
WASHC3|Alexander E. Ivliev et al|8
WASHC5|Liu et al.|28
WBP11|Karsten Boldt et al.|16
WBP11|Pazour et al.|21
WBP11|Gabrielle Wheway|27
WBP2|David U. Mick et al.|26
WBP2NL|Gabrielle Wheway|27
WDFY1|Mayer et al. 2008|51
WDFY3|Liu et al.|28
WDFY3|Blacque et al._sage|56
WDFY3-AS2|Alexander E. Ivliev et al|8
WDFY4|Efimenko et al.|2
WDFY4|Alexander E. Ivliev et al|8
WDHD1|David U. Mick et al.|26
WDPCP|Alexander E. Ivliev et al|8
WDPCP|Cilia Carta (TJP van Dam et al.)|13
WDPCP|GO CC Cilium|15
WDPCP|Lambacher N. et al.|17
WDPCP|SYSCILIA Gold Standard (van Dam TJ et al.)|24
WDPCP|David K. Breslow et al.|25
WDPCP|Marshall et al.|55
WDR1|Phirke et al.|3
WDR1|Andersen et al.|9
WDR1|Andersen et al.|9
WDR1|Andersen et al.|9
WDR1|SYSCILIA Gold Standard (van Dam TJ et al.)|24
WDR1|Gabrielle Wheway|27
WDR1|Liu et al.|28
WDR1|Monika-Abedin-Sigg et al.|30
WDR1|Kim J. et al.|44
WDR1|Fritz-Laylin L.K. et Cande|49
WDR11|Cilia Carta (TJP van Dam et al.)|13
WDR11|GO CC Cilium|15
WDR11|Liu et al.|28
WDR11|McClintock et al.|29
WDR11|Monika-Abedin-Sigg et al.|30
WDR11|Ishikawa H. et al|48
WDR11|Blacque et al._xbox|54
WDR13|Alexander E. Ivliev et al|8
WDR13|Pazour et al.|21
CFAP52|Bayesian (TJP van Dam et al.)|11
CFAP52|Cilia Carta (TJP van Dam et al.)|13
CFAP52|Dey G et al.|14
CFAP52|Lambacher N. et al.|17
CFAP52|Semil P. Choksi et al.|23
CFAP52|SYSCILIA Gold Standard (van Dam TJ et al.)|24
CFAP52|Ramona A. Hoh et al.|31
CFAP52|Stubbs J.L. et al.|52
CFAP52|Stubbs J.L. et al.|52
WDR17|Alexander E. Ivliev et al|8
WDR17|Lambacher N. et al.|17
WDR17|Liu et al.|28
WDR17|Hodges ME. et al.|38
WDR18|Li et al.|18
WDR19|Alexander E. Ivliev et al|8
WDR19|Chen et al.|12
WDR19|Cilia Carta (TJP van Dam et al.)|13
WDR19|Dey G et al.|14
WDR19|GO CC Cilium|15
WDR19|Karsten Boldt et al.|16
WDR19|Lambacher N. et al.|17
WDR19|Pazour et al.|21
WDR19|Ross et al.|22
WDR19|SYSCILIA Gold Standard (van Dam TJ et al.)|24
WDR19|David K. Breslow et al.|25
WDR19|David U. Mick et al.|26
WDR19|Liu et al.|28
WDR19|McClintock et al.|29
WDR19|Monika-Abedin-Sigg et al.|30
WDR19|Merchant et al.|35
WDR19|Geremek M. et al. 2011|41
WDR19|Geremek M. et al. 2014|42
WDR19|Ishikawa H. et al|48
WDR19|Fritz-Laylin L.K. et Cande|49
WDR19|Blacque et al._xbox|54
WDR20|Karsten Boldt et al.|16
WDR20|Lambacher N. et al.|17
WDR24|Karsten Boldt et al.|16
WDR26|Karsten Boldt et al.|16
WDR26|McClintock et al.|29
WDR27|Alexander E. Ivliev et al|8
WDR27|Dey G et al.|14
WDR27|Semil P. Choksi et al.|23
WDR3|Pazour et al.|21
WDR3|SYSCILIA Gold Standard (van Dam TJ et al.)|24
WDR3|McClintock et al.|29
WDR3|Monika-Abedin-Sigg et al.|30
WDR3|Blacque et al._xbox|54
WDR31|Phirke et al.|3
WDR31|Alexander E. Ivliev et al|8
WDR31|Lambacher N. et al.|17
WDR31|McClintock et al.|29
WDR31|Blacque et al._xbox|54
WDR34|Alexander E. Ivliev et al|8
WDR34|Baron DM et al.|10
WDR34|Baron DM et al.|10
WDR34|Bayesian (TJP van Dam et al.)|11
WDR34|Cilia Carta (TJP van Dam et al.)|13
WDR34|Dey G et al.|14
WDR34|GO CC Cilium|15
WDR34|Karsten Boldt et al.|16
WDR34|Lambacher N. et al.|17
WDR34|Pazour et al.|21
WDR34|David K. Breslow et al.|25
WDR34|Gabrielle Wheway|27
WDR34|Liu et al.|28
